model,feature,importance_mean,importance_std
random_survival_forest,mbp_min_24h,-0.0001247380500947748,4.989522003789881e-05
random_survival_forest,spo2_last_24h_missing,-0.0001247380500947748,0.00019958088015165076
random_survival_forest,hemoglobin_last_24h_missing,-0.0001247380500947748,4.989522003789881e-05
random_survival_forest,ph_last_24h_missing,-0.0001247380500947748,4.989522003789881e-05
random_survival_forest,lactate_min_24h_missing,-0.0001247380500947748,0.0003492665402654027
random_survival_forest,bun_slope_24h_missing,-0.0001247380500947748,0.0001247380500947748
random_survival_forest,temperature_last_24h_missing,-0.00013721185510423561,1.2473805009516337e-05
random_survival_forest,glucose_min_24h_missing,-0.00013721185510423561,1.2473805009516337e-05
random_survival_forest,pco2_min_24h_missing,-0.00013721185510423561,0.00011226424508531396
random_survival_forest,lactate_max_24h_missing,-0.00014968566011369644,2.4947610018977162e-05
random_survival_forest,mbp_std_24h_missing,-0.00014968566011375195,7.484283005687598e-05
random_survival_forest,hemoglobin_first_24h_missing,-0.00014968566011375195,0.0
random_survival_forest,heart_rate_std_24h_missing,-0.00016215946512315726,3.742141502843799e-05
random_survival_forest,potassium_max_24h_missing,-0.00016215946512315726,3.742141502843799e-05
random_survival_forest,temperature_max_24h_missing,-0.00016215946512321278,1.2473805009460825e-05
random_survival_forest,marital_status_WIDOWED,-0.00016215946512321278,0.00018710707514224545
random_survival_forest,platelet_max_24h_missing,-0.0001746332701326736,0.0
random_survival_forest,hemoglobin_mean_24h_missing,-0.0001746332701326736,2.494761001892165e-05
random_survival_forest,sodium_std_24h_missing,-0.0001746332701326736,0.0003492665402654582
random_survival_forest,mbp_count_24h,-0.00018710707514213443,1.2473805009460825e-05
random_survival_forest,spo2_first_24h,-0.00018710707514218994,0.00018710707514218994
random_survival_forest,temperature_slope_24h,-0.00018710707514218994,0.00011226424508531396
random_survival_forest,bun_slope_24h,-0.00018710707514218994,0.0008856401556731064
random_survival_forest,dbp_min_24h_missing,-0.00018710707514218994,0.0001621594651232683
random_survival_forest,sodium_mean_24h_missing,-0.00018710707514218994,3.742141502843799e-05
random_survival_forest,resp_rate_min_24h,-0.00019958088015165076,0.0001247380500947748
random_survival_forest,sbp_mean_24h,-0.00019958088015165076,0.000474004590360233
random_survival_forest,ph_first_24h,-0.00019958088015165076,0.000623690250473985
random_survival_forest,chloride_std_24h,-0.00019958088015165076,0.00019958088015165076
random_survival_forest,po2_first_24h_missing,-0.00019958088015165076,9.979044007585314e-05
random_survival_forest,glucose_first_24h,-0.0002120546851611116,6.236902504735964e-05
random_survival_forest,ph_first_24h_missing,-0.0002120546851611116,1.2473805009516337e-05
random_survival_forest,first_careunit_Surgical Intensive Care Unit (SICU),-0.0002120546851611116,0.00018710707514218994
random_survival_forest,po2_count_24h,-0.0002120546851611671,0.000436583175331795
random_survival_forest,resp_rate_max_24h,-0.00022452849017062793,0.00014968566011375195
random_survival_forest,mbp_last_24h,-0.0002494761001895496,0.00022452849017062793
random_survival_forest,heart_rate_std_24h,-0.0002494761001895496,0.0004241093703223342
random_survival_forest,potassium_last_24h_missing,-0.0002494761001895496,4.9895220037954324e-05
random_survival_forest,lactate_std_24h_missing,-0.0002494761001895496,4.9895220037954324e-05
random_survival_forest,spo2_count_24h,-0.0002619499051990104,1.2473805009460825e-05
random_survival_forest,potassium_min_24h,-0.0002619499051990104,0.0010103782057678812
random_survival_forest,last_careunit_Neuro Surgical Intensive Care Unit (Neuro SICU),-0.0002619499051990104,0.0013596447460333394
random_survival_forest,chloride_max_24h,-0.0002619499051990659,0.0013346971360143622
random_survival_forest,bicarbonate_slope_24h,-0.0002619499051990659,0.00011226424508531396
